year,value
2010,26.2
2011,37.2
2012,43.2
2013,40.8
2014,37.3
2015,40.7
2016,45.1
2017,50.6
2018,41.3
2019,37.1
2020,46
2021,50.9
2022,33.6
2023,33.8
2024,29.2
