year,value
2010,36.1
2011,28.7
2012,39.7
2013,23.9
2014,22.3
2015,28.6
2016,26.3
2017,31
2018,37
2019,24.6
2020,13.6
2021,25.6
2022,7.4
2023,4.2
2024,22.3
