year,value
2010,73.6
2011,85.2
2012,96.3
2013,91.7
2014,88.5
2015,86.6
2016,88.9
2017,95.1
2018,111.7
2019,98
2020,116.3
2021,103.4
2022,141
2023,90.4
2024,96.3
