year,value
2010,2.5
2011,1.9
2012,2.1
2013,2.2
2014,3.2
2015,2.8
2016,3.6
2017,2.9
2018,3.7
2019,2.1
2020,1.4
2021,2.6
2022,1.6
2023,5.8
2024,8
