year,value
2010,35
2011,39.8
2012,43.6
2013,51.2
2014,50.4
2015,50.5
2016,52.6
2017,37.4
2018,48.3
2019,54.4
2020,43.5
2021,53.9
2022,46.4
2023,56.7
2024,57.7
