year,value
2010,1.9
2011,2.5
2012,2
2013,3.8
2014,2.8
2015,3.1
2016,3.2
2017,5.2
2018,6.8
2019,3.5
2020,6
2021,8
2022,5.2
2023,16.9
2024,2.9
