year,value
2010,1.8
2011,1.6
2012,1.8
2013,1.6
2014,1.8
2015,1.7
2016,1.5
2017,1.3
2018,1.3
2019,1.4
2020,1
2021,1
2022,1.3
2023,1.1
2024,1.9
