year,value
2010,8.6
2011,9.5
2012,12
2013,13.3
2014,12.8
2015,11.5
2016,14.4
2017,16.4
2018,22
2019,20
2020,19.4
2021,18.3
2022,20.4
2023,12.2
2024,14.9
