year,value
2010,55.5
2011,69.2
2012,125.6
2013,90.8
2014,71.2
2015,92.7
2016,72.3
2017,43.1
2018,47.7
2019,46.9
2020,50.3
2021,54.7
2022,80.9
2023,13.1
2024,45.3
