year,value
2010,17.7
2011,18.6
2012,24.7
2013,24.8
2014,34.2
2015,29.5
2016,34.1
2017,24.3
2018,27.8
2019,30.7
2020,23.1
2021,28.1
2022,26.6
2023,24.2
2024,28.5
