year,value
2010,275.8
2011,375.4
2012,451.5
2013,421.5
2014,498.5
2015,450.6
2016,425.9
2017,403.2
2018,518.2
2019,429.9
2020,348.5
2021,506.8
2022,462.7
2023,444.9
2024,498.5
