year,value
2010,138.4
2011,162.9
2012,169.9
2013,164.1
2014,165.2
2015,174.3
2016,173
2017,159.9
2018,186
2019,178.2
2020,164.2
2021,177.3
2022,204.2
2023,195.9
2024,null
