year,value
2010,145
2011,68.3
2012,67.1
2013,90.6
2014,91.2
2015,76.7
2016,167.2
2017,122.2
2018,37.2
2019,109.7
2020,28.2
2021,159.6
2022,38.3
2023,40.5
2024,159
