year,value
2010,61.9
2011,67.5
2012,73
2013,89
2014,62.9
2015,98.4
2016,91.8
2017,68.2
2018,110.3
2019,92.5
2020,82.2
2021,72.4
2022,99.1
2023,70.9
2024,null
