year,value
2010,240.2
2011,241.4
2012,213.9
2013,207.8
2014,210.2
2015,254.6
2016,233.5
2017,196.8
2018,203
2019,199.2
2020,183.5
2021,227.8
2022,219.1
2023,205.5
2024,180.9
