year,value
2010,155.9
2011,114.8
2012,103.3
2013,87.9
2014,81
2015,74
2016,69.7
2017,54.9
2018,56.2
2019,52.7
2020,51
2021,54.8
2022,51.5
2023,51.4
2024,46.3
