year,value
2010,39.1
2011,57.3
2012,51.3
2013,62.1
2014,58.2
2015,58.1
2016,62.1
2017,46.3
2018,71
2019,66.7
2020,38.5
2021,72.7
2022,56.5
2023,70.9
2024,60.4
