year,value
2010,39.5
2011,45.6
2012,69.1
2013,57.1
2014,45.9
2015,36.9
2016,37.7
2017,30.9
2018,44.2
2019,44.8
2020,30.2
2021,32.8
2022,60.6
2023,6.6
2024,51.8
