year,value
2010,125.2
2011,155.6
2012,134
2013,140.4
2014,160.7
2015,156.2
2016,164.2
2017,147.7
2018,189.1
2019,126.6
2020,144.7
2021,178
2022,181.7
2023,257.6
2024,null
