year,value
2010,58
2011,51.3
2012,26.8
2013,77.7
2014,68.4
2015,65.7
2016,38.6
2017,45.8
2018,44.3
2019,30.4
2020,28.2
2021,39.9
2022,38.3
2023,40.5
2024,39.8
