year,value
2010,165.4
2011,207.8
2012,253.2
2013,279.1
2014,260.7
2015,226.3
2016,261.9
2017,278
2018,277
2019,322.5
2020,343.6
2021,300.6
2022,256.3
2023,239.2
2024,220.4
