year,value
2010,9
2011,9.1
2012,9.8
2013,14.6
2014,10.4
2015,15.6
2016,15.2
2017,15.8
2018,16.8
2019,12.3
2020,22.1
2021,23.2
2022,11.7
2023,10.5
2024,18.7
