year,value
2010,61.4
2011,62.2
2012,73.8
2013,66.3
2014,64.6
2015,66.5
2016,80.2
2017,88.1
2018,86.1
2019,87
2020,100.6
2021,104.9
2022,76.8
2023,64.1
2024,71.3
