year,value
2010,128.5
2011,191.9
2012,149.7
2013,169.1
2014,209.5
2015,205.5
2016,196.6
2017,184.6
2018,202.3
2019,183.6
2020,185.1
2021,199.8
2022,232.7
2023,228.5
2024,null
