year,value
2010,163.5
2011,155.7
2012,156.7
2013,141.3
2014,135.7
2015,125.5
2016,123.6
2017,114.3
2018,107.7
2019,98.3
2020,89.6
2021,89.6
2022,85.7
2023,84.3
2024,78.4
