year,value
2010,5.1
2011,5.8
2012,7.4
2013,8.6
2014,10.6
2015,10.1
2016,13.1
2017,12
2018,13.1
2019,10.6
2020,13.5
2021,13.5
2022,9.9
2023,4.5
2024,7.1
