year,value
2010,33.3
2011,38.4
2012,76.2
2013,70.9
2014,105.7
2015,114
2016,100.9
2017,111.3
2018,63.1
2019,34.7
2020,159.6
2021,93.7
2022,101.3
2023,30.7
2024,115.7
