year,value
2010,7
2011,6.6
2012,6.6
2013,7
2014,6.5
2015,5.7
2016,5.7
2017,5.6
2018,5.5
2019,5.4
2020,5.4
2021,5.6
2022,5.1
2023,6.2
2024,null
