year,value
2010,504.3
2011,465.6
2012,511
2013,472
2014,545.8
2015,572.9
2016,572.6
2017,583.1
2018,559.5
2019,522.7
2020,546.6
2021,551.1
2022,633.7
2023,701.9
2024,760.8
