year,value
2010,114.1
2011,116.7
2012,157.5
2013,159.7
2014,138.7
2015,141.2
2016,130.6
2017,148.3
2018,199.2
2019,170.5
2020,168.4
2021,178.7
2022,175
2023,119.4
2024,126.4
