year,value
2010,7.9
2011,9.8
2012,9
2013,14.1
2014,15
2015,12.2
2016,15.6
2017,17.2
2018,16.9
2019,16.6
2020,18.3
2021,25.7
2022,17.2
2023,6.4
2024,7.4
