year,value
2010,0.1
2011,0.6
2012,0.5
2013,0.6
2014,0.6
2015,2.7
2016,0.3
2017,0.2
2018,0.1
2019,0.2
2020,0.2
2021,null
2022,null
2023,null
2024,null
