year,value
2010,236.7
2011,233.8
2012,241.5
2013,250.3
2014,284.3
2015,315.2
2016,312.5
2017,311.7
2018,329.8
2019,323.6
2020,383.6
2021,387.5
2022,442.3
2023,397.8
2024,386.5
