year,value
2010,0.6
2011,0.5
2012,0.6
2013,0.2
2014,0.4
2015,0.2
2016,2
2017,0.6
2018,0.2
2019,0.3
2020,null
2021,null
2022,0.1
2023,null
2024,0.4
