year,value
2010,18.8
2011,23.1
2012,24
2013,25.2
2014,32.8
2015,32
2016,32.6
2017,33.1
2018,33.5
2019,34.7
2020,36
2021,36.4
2022,34.4
2023,35.1
2024,32.7
