year,value
2010,324.7
2011,319.9
2012,338.4
2013,323.6
2014,369.6
2015,374.9
2016,389.8
2017,410.2
2018,373
2019,342.6
2020,352.9
2021,349.8
2022,366.7
2023,373.6
2024,383.1
