year,value
2010,275.8
2011,330.1
2012,408.9
2013,444.5
2014,426.1
2015,347.5
2016,409.3
2017,438.9
2018,414.4
2019,488.4
2020,484.1
2021,471
2022,351
2023,302.9
2024,253
