year,value
2010,22.5
2011,24.1
2012,23.7
2013,23.4
2014,24
2015,23.8
2016,24.5
2017,24.2
2018,24.8
2019,24.4
2020,24.5
2021,24.4
2022,24.4
2023,24.5
2024,null
