year,value
2010,15.3
2011,19.7
2012,21.2
2013,17.7
2014,18
2015,16.1
2016,19.9
2017,20.6
2018,18.2
2019,16.1
2020,18.9
2021,23.6
2022,15.9
2023,8.1
2024,10
