year,value
2010,7.4
2011,8.2
2012,8.5
2013,10.5
2014,11.3
2015,14.3
2016,15.1
2017,13.7
2018,11.2
2019,8.1
2020,7.9
2021,8.8
2022,5.4
2023,2.9
2024,6.5
