year,value
2010,20.1
2011,24
2012,26.2
2013,29.7
2014,26.5
2015,28
2016,30.9
2017,28.7
2018,30.8
2019,27.8
2020,32.6
2021,37.8
2022,33.2
2023,34.2
2024,30.3
