year,value
2010,16.9
2011,20.4
2012,24
2013,23.7
2014,34.5
2015,28.7
2016,25.4
2017,28
2018,27.7
2019,25.8
2020,31
2021,30.2
2022,28.1
2023,28
2024,27.7
