year,value
2010,14.8
2011,18
2012,19.8
2013,19.2
2014,19.2
2015,17.5
2016,20.4
2017,22
2018,24.3
2019,20.8
2020,21.1
2021,22.9
2022,15.1
2023,8.7
2024,11.2
