year,value
2010,2
2011,1.3
2012,1.3
2013,2.1
2014,1.5
2015,1.2
2016,1
2017,1.3
2018,1.2
2019,0.8
2020,1.1
2021,0.7
2022,0.7
2023,0.6
2024,1
