year,value
2010,239
2011,184.9
2012,154.9
2013,130
2014,112.7
2015,111.3
2016,106.1
2017,92
2018,92
2019,96.2
2020,84.9
2021,89.5
2022,92.8
2023,81.7
2024,75.6
