year,value
2010,10
2011,8.9
2012,8.8
2013,9.8
2014,7.1
2015,4.5
2016,4
2017,4.8
2018,4.3
2019,3.5
2020,4.1
2021,6.3
2022,4.5
2023,3.5
2024,2.3
