year,value
2010,23.7
2011,22.7
2012,21.4
2013,17.9
2014,21.9
2015,24.8
2016,27.2
2017,31.8
2018,29.9
2019,25.4
2020,33.9
2021,26.3
2022,15.1
2023,15.2
2024,15
