year,value
2010,52.9
2011,59.5
2012,63.7
2013,63
2014,56.9
2015,54.5
2016,49.2
2017,48
2018,42.3
2019,36.2
2020,31.8
2021,33
2022,23.3
2023,21
2024,27.8
