year,value
2010,18.3
2011,18.4
2012,23.4
2013,25.8
2014,21.6
2015,25.6
2016,29.5
2017,33.4
2018,25.5
2019,28.7
2020,21.7
2021,30.7
2022,27.7
2023,36.1
2024,28.4
