year,value
2010,2.6
2011,2.8
2012,2.3
2013,4.3
2014,5.1
2015,5.1
2016,4.5
2017,4.2
2018,4.8
2019,4.4
2020,3.9
2021,4.2
2022,3.6
2023,4.1
2024,6.7
