year,value
2010,26.1
2011,34
2012,31.7
2013,45.2
2014,44
2015,43.7
2016,45.1
2017,40.1
2018,42.9
2019,48
2020,44.8
2021,48.3
2022,41.3
2023,50.9
2024,47.5
