year,value
2010,11.3
2011,12.6
2012,12.8
2013,16.3
2014,15
2015,14
2016,17.8
2017,21.2
2018,22.5
2019,21.2
2020,20.3
2021,23.7
2022,15.4
2023,7.2
2024,9.3
