year,value
2010,173.7
2011,219.6
2012,152.9
2013,185.5
2014,157.6
2015,217.9
2016,191.6
2017,178.1
2018,157.6
2019,159.1
2020,153.1
2021,178.1
2022,186
2023,137.5
2024,162.7
