year,value
2010,144
2011,143.1
2012,139.5
2013,165.5
2014,162.5
2015,184.8
2016,133.5
2017,201.2
2018,225.8
2019,219
2020,223.1
2021,217.6
2022,238
2023,235.8
2024,null
