year,value
2010,59.9
2011,74.6
2012,86.2
2013,81.2
2014,86.4
2015,86.2
2016,131.3
2017,99.2
2018,97.8
2019,127.5
2020,75
2021,113.2
2022,108.1
2023,92.3
2024,92.2
