year,value
2010,1
2011,1.1
2012,1.3
2013,1.5
2014,1.1
2015,1.4
2016,1.9
2017,3.4
2018,5
2019,2.6
2020,3.8
2021,5.6
2022,1.9
2023,0.5
2024,0.5
