year,value
2010,377.7
2011,444.2
2012,539.5
2013,592.7
2014,581.8
2015,498.3
2016,543.8
2017,575
2018,599.4
2019,661.7
2020,666
2021,642.8
2022,495.5
2023,478
2024,450
