year,value
2010,43.8
2011,78.9
2012,47.2
2013,68.9
2014,58.1
2015,73
2016,77.4
2017,50.4
2018,82.2
2019,69.8
2020,54.8
2021,67.9
2022,72.4
2023,77.9
2024,57.1
