year,value
2010,260.5
2011,305
2012,205.5
2013,254.6
2014,223.4
2015,296.1
2016,253.8
2017,241.3
2018,235.6
2019,229.3
2020,229.2
2021,249.5
2022,268.7
2023,232.6
2024,255.1
