year,value
2010,10.2
2011,10
2012,9.8
2013,12.2
2014,11.2
2015,8.6
2016,11.4
2017,16.4
2018,16.2
2019,14.3
2020,17.5
2021,15.4
2022,12.1
2023,4.3
2024,7.4
