year,value
2010,58.5
2011,74.7
2012,96.1
2013,86.1
2014,69.9
2015,70
2016,72.1
2017,85.7
2018,60.7
2019,50
2020,69.8
2021,58.2
2022,52
2023,51.8
2024,57.8
