year,value
2010,107.6
2011,90.2
2012,112.6
2013,108.6
2014,132.9
2015,132.2
2016,127.7
2017,135.6
2018,99.2
2019,78.4
2020,50.4
2021,43.6
2022,49.7
2023,74.9
2024,91.9
