year,value
2010,10.9
2011,12.1
2012,10.1
2013,11.6
2014,13.8
2015,14.9
2016,15.7
2017,15.5
2018,14.9
2019,10.5
2020,10.2
2021,10
2022,6.5
2023,2.9
2024,6.5
