year,value
2010,6.5
2011,7.4
2012,6
2013,11.7
2014,8.2
2015,7.7
2016,10.9
2017,12.8
2018,12.4
2019,11.1
2020,13.4
2021,13.4
2022,9.9
2023,3.8
2024,7.7
